Estado,Ano,Faixa_Etaria,Nascimentos,Total_Ano
Rio Grande do Norte,2017,30-34 anos,9184,46222
Rio Grande do Norte,2017,35-39 anos,4892,46222
Rio Grande do Norte,2017,40-44 anos,1174,46222
Rio Grande do Norte,2017,Outras idades,68,46222
Rio Grande do Norte,2018,10-14 anos,428,48107
Rio Grande do Norte,2018,15-19 anos,7353,48107
Rio Grande do Norte,2018,20-24 anos,11647,48107
Rio Grande do Norte,2018,25-29 anos,11342,48107
Rio Grande do Norte,2018,30-34 anos,10275,48107
Rio Grande do Norte,2018,35-39 anos,5697,48107
Rio Grande do Norte,2018,40-44 anos,1286,48107
Rio Grande do Norte,2018,Idade ignorada,1,48107
Rio Grande do Norte,2018,Outras idades,78,48107
Rio Grande do Norte,2019,10-14 anos,376,44031
Rio Grande do Norte,2019,15-19 anos,6522,44031
Rio Grande do Norte,2019,20-24 anos,10658,44031
Rio Grande do Norte,2019,25-29 anos,10256,44031
Rio Grande do Norte,2019,30-34 anos,9412,44031
Rio Grande do Norte,2019,35-39 anos,5427,44031
Rio Grande do Norte,2019,40-44 anos,1301,44031
Rio Grande do Norte,2019,Outras idades,79,44031
Rio Grande do Norte,2020,10-14 anos,322,43531
Rio Grande do Norte,2020,15-19 anos,5891,43531
Rio Grande do Norte,2020,20-24 anos,10445,43531
Rio Grande do Norte,2020,25-29 anos,10342,43531
Rio Grande do Norte,2020,30-34 anos,9375,43531
Rio Grande do Norte,2020,35-39 anos,5662,43531
Rio Grande do Norte,2020,40-44 anos,1401,43531
Rio Grande do Norte,2020,Outras idades,93,43531
Rio Grande do Norte,2021,10-14 anos,316,43430
Rio Grande do Norte,2021,15-19 anos,5707,43430
Rio Grande do Norte,2021,20-24 anos,10441,43430
Rio Grande do Norte,2021,25-29 anos,10869,43430
Rio Grande do Norte,2021,30-34 anos,9055,43430
Rio Grande do Norte,2021,35-39 anos,5475,43430
Rio Grande do Norte,2021,40-44 anos,1488,43430
Rio Grande do Norte,2021,Outras idades,79,43430
Rio Grande do Sul,2000,10-14 anos,1520,176719
Rio Grande do Sul,2000,15-19 anos,34320,176719
Rio Grande do Sul,2000,20-24 anos,45430,176719
Rio Grande do Sul,2000,25-29 anos,39927,176719
Rio Grande do Sul,2000,30-34 anos,31311,176719
Rio Grande do Sul,2000,35-39 anos,18549,176719
Rio Grande do Sul,2000,40-44 anos,4909,176719
Rio Grande do Sul,2000,Idade ignorada,448,176719
Rio Grande do Sul,2000,Outras idades,305,176719
Rio Grande do Sul,2010,10-14 anos,937,133243
Rio Grande do Sul,2010,15-19 anos,20904,133243
Rio Grande do Sul,2010,20-24 anos,32049,133243
Rio Grande do Sul,2010,25-29 anos,33631,133243
Rio Grande do Sul,2010,30-34 anos,26913,133243
Rio Grande do Sul,2010,35-39 anos,14564,133243
Rio Grande do Sul,2010,40-44 anos,3962,133243
Rio Grande do Sul,2010,Idade ignorada,17,133243
Rio Grande do Sul,2010,Outras idades,266,133243
Rio Grande do Sul,2016,10-14 anos,765,141411
Rio Grande do Sul,2016,15-19 anos,18968,141411
Rio Grande do Sul,2016,20-24 anos,32101,141411
Rio Grande do Sul,2016,25-29 anos,33428,141411
Rio Grande do Sul,2016,30-34 anos,32187,141411
Rio Grande do Sul,2016,35-39 anos,19125,141411
Rio Grande do Sul,2016,40-44 anos,4550,141411
Rio Grande do Sul,2016,Idade ignorada,1,141411
Rio Grande do Sul,2016,Outras idades,286,141411
Rio Grande do Sul,2017,10-14 anos,589,141568
Rio Grande do Sul,2017,15-19 anos,17574,141568
Rio Grande do Sul,2017,20-24 anos,31897,141568
Rio Grande do Sul,2017,25-29 anos,33692,141568
Rio Grande do Sul,2017,30-34 anos,32124,141568
Rio Grande do Sul,2017,35-39 anos,20575,141568
Rio Grande do Sul,2017,40-44 anos,4835,141568
Rio Grande do Sul,2017,Idade ignorada,2,141568
Rio Grande do Sul,2017,Outras idades,280,141568
Rio Grande do Sul,2018,10-14 anos,574,140047
Rio Grande do Sul,2018,15-19 anos,16158,140047
Rio Grande do Sul,2018,20-24 anos,30988,140047
Rio Grande do Sul,2018,25-29 anos,33121,140047
Rio Grande do Sul,2018,30-34 anos,31937,140047
Rio Grande do Sul,2018,35-39 anos,21770,140047
Rio Grande do Sul,2018,40-44 anos,5174,140047
Rio Grande do Sul,2018,Idade ignorada,2,140047
Rio Grande do Sul,2018,Outras idades,323,140047
Rio Grande do Sul,2019,10-14 anos,503,134596
Rio Grande do Sul,2019,15-19 anos,14428,134596
Rio Grande do Sul,2019,20-24 anos,29949,134596
Rio Grande do Sul,2019,25-29 anos,31866,134596
Rio Grande do Sul,2019,30-34 anos,30922,134596
Rio Grande do Sul,2019,35-39 anos,21259,134596
Rio Grande do Sul,2019,40-44 anos,5317,134596
Rio Grande do Sul,2019,Idade ignorada,2,134596
Rio Grande do Sul,2019,Outras idades,350,134596
Rio Grande do Sul,2020,10-14 anos,476,130742
Rio Grande do Sul,2020,15-19 anos,13108,130742
Rio Grande do Sul,2020,20-24 anos,29268,130742
Rio Grande do Sul,2020,25-29 anos,31584,130742
Rio Grande do Sul,2020,30-34 anos,29974,130742
Rio Grande do Sul,2020,35-39 anos,20689,130742
Rio Grande do Sul,2020,40-44 anos,5342,130742
Rio Grande do Sul,2020,Outras idades,301,130742
Rio Grande do Sul,2021,10-14 anos,427,124446
Rio Grande do Sul,2021,15-19 anos,11516,124446
Rio Grande do Sul,2021,20-24 anos,28051,124446
Rio Grande do Sul,2021,25-29 anos,30549,124446
Rio Grande do Sul,2021,30-34 anos,28177,124446
Rio Grande do Sul,2021,35-39 anos,19920,124446
Rio Grande do Sul,2021,40-44 anos,5514,124446
Rio Grande do Sul,2021,Idade ignorada,3,124446
Rio Grande do Sul,2021,Outras idades,289,124446
Rio de Janeiro,2000,10-14 anos,2138,259118
Rio de Janeiro,2000,15-19 anos,52578,259118
Rio de Janeiro,2000,20-24 anos,76174,259118
Rio de Janeiro,2000,25-29 anos,61260,259118
Rio de Janeiro,2000,30-34 anos,40514,259118
Rio de Janeiro,2000,35-39 anos,20676,259118
Rio de Janeiro,2000,40-44 anos,4908,259118
Rio de Janeiro,2000,Idade ignorada,569,259118
Rio de Janeiro,2000,Outras idades,301,259118
Rio de Janeiro,2010,10-14 anos,1678,215262
Rio de Janeiro,2010,15-19 anos,36586,215262
Rio de Janeiro,2010,20-24 anos,55418,215262
Rio de Janeiro,2010,25-29 anos,54607,215262
Rio de Janeiro,2010,30-34 anos,41087,215262
Rio de Janeiro,2010,35-39 anos,20447,215262
Rio de Janeiro,2010,40-44 anos,5100,215262
Rio de Janeiro,2010,Idade ignorada,6,215262
Rio de Janeiro,2010,Outras idades,333,215262
Rio de Janeiro,2016,10-14 anos,1558,219129
Rio de Janeiro,2016,15-19 anos,34813,219129
Rio de Janeiro,2016,20-24 anos,55201,219129
Rio de Janeiro,2016,25-29 anos,50355,219129
Rio de Janeiro,2016,30-34 anos,44417,219129
Rio de Janeiro,2016,35-39 anos,26161,219129
Rio de Janeiro,2016,40-44 anos,6216,219129
Rio de Janeiro,2016,Idade ignorada,4,219129
Rio de Janeiro,2016,Outras idades,404,219129
Rio de Janeiro,2017,10-14 anos,1479,223224
Rio de Janeiro,2017,15-19 anos,33757,223224
Rio de Janeiro,2017,20-24 anos,55938,223224
Rio de Janeiro,2017,25-29 anos,51765,223224
Rio de Janeiro,2017,30-34 anos,45015,223224
Rio de Janeiro,2017,35-39 anos,27985,223224
Rio de Janeiro,2017,40-44 anos,6846,223224
Rio de Janeiro,2017,Idade ignorada,3,223224
Rio de Janeiro,2017,Outras idades,436,223224
Rio de Janeiro,2018,10-14 anos,1393,220499
Rio de Janeiro,2018,15-19 anos,30887,220499
Rio de Janeiro,2018,20-24 anos,54243,220499
Rio de Janeiro,2018,25-29 anos,51376,220499
Rio de Janeiro,2018,30-34 anos,44928,220499
Rio de Janeiro,2018,35-39 anos,29907,220499
Rio de Janeiro,2018,40-44 anos,7308,220499
Rio de Janeiro,2018,Idade ignorada,5,220499
Rio de Janeiro,2018,Outras idades,452,220499
Rio de Janeiro,2019,10-14 anos,1245,207989
Rio de Janeiro,2019,15-19 anos,27571,207989
Rio de Janeiro,2019,20-24 anos,51354,207989
Rio de Janeiro,2019,25-29 anos,48878,207989
Rio de Janeiro,2019,30-34 anos,42673,207989
Rio de Janeiro,2019,35-39 anos,28160,207989
Rio de Janeiro,2019,40-44 anos,7625,207989
Rio de Janeiro,2019,Idade ignorada,15,207989
Rio de Janeiro,2019,Outras idades,468,207989
Rio de Janeiro,2020,10-14 anos,1128,199124
Rio de Janeiro,2020,15-19 anos,25421,199124
Rio de Janeiro,2020,20-24 anos,49432,199124
Rio de Janeiro,2020,25-29 anos,48076,199124
Rio de Janeiro,2020,30-34 anos,40084,199124
Rio de Janeiro,2020,35-39 anos,27087,199124
Rio de Janeiro,2020,40-44 anos,7434,199124
Rio de Janeiro,2020,Idade ignorada,6,199124
Rio de Janeiro,2020,Outras idades,456,199124
Rio de Janeiro,2021,10-14 anos,982,189866
Rio de Janeiro,2021,15-19 anos,22411,189866
Rio de Janeiro,2021,20-24 anos,47405,189866
Rio de Janeiro,2021,25-29 anos,46737,189866
Rio de Janeiro,2021,30-34 anos,38553,189866
Rio de Janeiro,2021,35-39 anos,25596,189866
Rio de Janeiro,2021,40-44 anos,7697,189866
Rio de Janeiro,2021,Idade ignorada,5,189866
Rio de Janeiro,2021,Outras idades,480,189866
Rondônia,2000,10-14 anos,374,31307
Rondônia,2000,15-19 anos,9177,31307
Rondônia,2000,20-24 anos,11324,31307
Rondônia,2000,25-29 anos,6261,31307
Rondônia,2000,30-34 anos,2693,31307
Rondônia,2000,35-39 anos,1018,31307
Rondônia,2000,40-44 anos,269,31307
Rondônia,2000,Idade ignorada,168,31307
Rondônia,2000,Outras idades,23,31307
Rondônia,2010,10-14 anos,266,25835
Rondônia,2010,15-19 anos,5727,25835
Rondônia,2010,20-24 anos,8204,25835
Rondônia,2010,25-29 anos,6645,25835
Rondônia,2010,30-34 anos,3479,25835
Rondônia,2010,35-39 anos,1228,25835
Rondônia,2010,40-44 anos,264,25835
Rondônia,2010,Outras idades,22,25835
Rondônia,2016,10-14 anos,249,26602
Rondônia,2016,15-19 anos,5086,26602
Rondônia,2016,20-24 anos,7691,26602
Rondônia,2016,25-29 anos,6659,26602
Rondônia,2016,30-34 anos,4483,26602
Rondônia,2016,35-39 anos,2009,26602
Rondônia,2016,40-44 anos,408,26602
Rondônia,2016,Outras idades,17,26602
Rondônia,2017,10-14 anos,234,27503
Rondônia,2017,15-19 anos,4817,27503
Rondônia,2017,20-24 anos,7869,27503
Rondônia,2017,25-29 anos,6925,27503
Rondônia,2017,30-34 anos,4919,27503
Rondônia,2017,35-39 anos,2271,27503
Rondônia,2017,40-44 anos,439,27503
Rondônia,2017,Outras idades,29,27503
Rondônia,2018,10-14 anos,224,28091
Rondônia,2018,15-19 anos,4691,28091
Rondônia,2018,20-24 anos,7855,28091
Rondônia,2018,25-29 anos,7187,28091
Rondônia,2018,30-34 anos,5109,28091
Rondônia,2018,35-39 anos,2512,28091
Rondônia,2018,40-44 anos,486,28091
Rondônia,2018,Outras idades,27,28091
Rondônia,2019,10-14 anos,198,27028
Rondônia,2019,15-19 anos,4360,27028
Rondônia,2019,20-24 anos,7347,27028
Rondônia,2019,25-29 anos,7000,27028
Rondônia,2019,30-34 anos,4980,27028
Rondônia,2019,35-39 anos,2575,27028
Rondônia,2019,40-44 anos,546,27028
Rondônia,2019,Outras idades,22,27028
Rondônia,2020,10-14 anos,157,25798
Rondônia,2020,15-19 anos,3920,25798
Rondônia,2020,20-24 anos,7099,25798
Rondônia,2020,25-29 anos,6644,25798
Rondônia,2020,30-34 anos,4863,25798
Rondônia,2020,35-39 anos,2513,25798
Rondônia,2020,40-44 anos,571,25798
Rondônia,2020,Outras idades,31,25798
Rondônia,2021,10-14 anos,178,25439
Rondônia,2021,15-19 anos,3817,25439
Rondônia,2021,20-24 anos,7044,25439
Rondônia,2021,25-29 anos,6588,25439
Rondônia,2021,30-34 anos,4770,25439
Rondônia,2021,35-39 anos,2427,25439
Rondônia,2021,40-44 anos,587,25439
Rondônia,2021,Outras idades,28,25439
Roraima,2000,10-14 anos,207,9744
Roraima,2000,15-19 anos,2677,9744
Roraima,2000,20-24 anos,3144,9744
Roraima,2000,25-29 anos,2042,9744
Roraima,2000,30-34 anos,1015,9744
Roraima,2000,35-39 anos,492,9744
Roraima,2000,40-44 anos,136,9744
Roraima,2000,Idade ignorada,19,9744
Roraima,2000,Outras idades,12,9744
Roraima,2010,10-14 anos,190,9738
Roraima,2010,15-19 anos,2253,9738
Roraima,2010,20-24 anos,2866,9738
Roraima,2010,25-29 anos,2276,9738
Roraima,2010,30-34 anos,1394,9738
Roraima,2010,35-39 anos,587,9738
Roraima,2010,40-44 anos,155,9738
Roraima,2010,Outras idades,17,9738
Roraima,2016,10-14 anos,235,11376
Roraima,2016,15-19 anos,2576,11376
Roraima,2016,20-24 anos,3083,11376
Roraima,2016,25-29 anos,2441,11376
Roraima,2016,30-34 anos,1831,11376
Roraima,2016,35-39 anos,952,11376
Roraima,2016,40-44 anos,232,11376
Roraima,2016,Idade ignorada,5,11376
Roraima,2016,Outras idades,21,11376
Roraima,2017,10-14 anos,196,11737
Roraima,2017,15-19 anos,2500,11737
Roraima,2017,20-24 anos,3195,11737
Roraima,2017,25-29 anos,2639,11737
Roraima,2017,30-34 anos,1938,11737
Roraima,2017,35-39 anos,981,11737
Roraima,2017,40-44 anos,264,11737
Roraima,2017,Idade ignorada,2,11737
Roraima,2017,Outras idades,22,11737
Roraima,2018,10-14 anos,229,13344
Roraima,2018,15-19 anos,2818,13344
Roraima,2018,20-24 anos,3755,13344
Roraima,2018,25-29 anos,2966,13344
Roraima,2018,30-34 anos,2115,13344
Roraima,2018,35-39 anos,1124,13344
Roraima,2018,40-44 anos,284,13344
Roraima,2018,Idade ignorada,29,13344
Roraima,2018,Outras idades,24,13344
Roraima,2019,10-14 anos,193,14620
Roraima,2019,15-19 anos,3017,14620
Roraima,2019,20-24 anos,4259,14620
Roraima,2019,25-29 anos,3204,14620
Roraima,2019,30-34 anos,2222,14620
Roraima,2019,35-39 anos,1314,14620
Roraima,2019,40-44 anos,362,14620
Roraima,2019,Idade ignorada,22,14620
Roraima,2019,Outras idades,27,14620
Roraima,2020,10-14 anos,189,13760
Roraima,2020,15-19 anos,2640,13760
Roraima,2020,20-24 anos,3990,13760
Roraima,2020,25-29 anos,3116,13760
Roraima,2020,30-34 anos,2181,13760
Roraima,2020,35-39 anos,1273,13760
Roraima,2020,40-44 anos,337,13760
Roraima,2020,Idade ignorada,9,13760
Roraima,2020,Outras idades,25,13760
Roraima,2021,10-14 anos,207,13901
Roraima,2021,15-19 anos,2729,13901
Roraima,2021,20-24 anos,4025,13901
Roraima,2021,25-29 anos,3210,13901
Roraima,2021,30-34 anos,2127,13901
Roraima,2021,35-39 anos,1214,13901
Roraima,2021,40-44 anos,365,13901
Roraima,2021,Idade ignorada,1,13901
Roraima,2021,Outras idades,23,13901
Santa Catarina,2000,10-14 anos,623,94828
Santa Catarina,2000,15-19 anos,19056,94828
Santa Catarina,2000,20-24 anos,26801,94828
Santa Catarina,2000,25-29 anos,22835,94828
Santa Catarina,2000,30-34 anos,15436,94828
Santa Catarina,2000,35-39 anos,7812,94828
Santa Catarina,2000,40-44 anos,2032,94828
Santa Catarina,2000,Idade ignorada,76,94828
Santa Catarina,2000,Outras idades,157,94828
Santa Catarina,2010,10-14 anos,544,84611
Santa Catarina,2010,15-19 anos,13367,84611
Santa Catarina,2010,20-24 anos,21638,84611
Santa Catarina,2010,25-29 anos,22408,84611
Santa Catarina,2010,30-34 anos,16627,84611
Santa Catarina,2010,35-39 anos,7921,84611
Santa Catarina,2010,40-44 anos,1986,84611
Santa Catarina,2010,Outras idades,120,84611
Santa Catarina,2016,10-14 anos,451,95313
Santa Catarina,2016,15-19 anos,12051,95313
Santa Catarina,2016,20-24 anos,22142,95313
Santa Catarina,2016,25-29 anos,24558,95313
Santa Catarina,2016,30-34 anos,21856,95313
Santa Catarina,2016,35-39 anos,11469,95313
Santa Catarina,2016,40-44 anos,2657,95313
Santa Catarina,2016,Outras idades,129,95313
Santa Catarina,2017,10-14 anos,377,98335
Santa Catarina,2017,15-19 anos,11314,98335
Santa Catarina,2017,20-24 anos,22892,98335
Santa Catarina,2017,25-29 anos,25248,98335
Santa Catarina,2017,30-34 anos,22643,98335
Santa Catarina,2017,35-39 anos,12914,98335
Santa Catarina,2017,40-44 anos,2798,98335
Santa Catarina,2017,Outras idades,149,98335
Santa Catarina,2018,10-14 anos,322,99609
Santa Catarina,2018,15-19 anos,10581,99609
Santa Catarina,2018,20-24 anos,23102,99609
Santa Catarina,2018,25-29 anos,25541,99609
Santa Catarina,2018,30-34 anos,22977,99609
Santa Catarina,2018,35-39 anos,13842,99609
Santa Catarina,2018,40-44 anos,3101,99609
Santa Catarina,2018,Outras idades,143,99609
Santa Catarina,2019,10-14 anos,308,98032
Santa Catarina,2019,15-19 anos,9845,98032
Santa Catarina,2019,20-24 anos,22383,98032
Santa Catarina,2019,25-29 anos,24971,98032
Santa Catarina,2019,30-34 anos,23031,98032
Santa Catarina,2019,35-39 anos,14172,98032
Santa Catarina,2019,40-44 anos,3163,98032
Santa Catarina,2019,Idade ignorada,1,98032
Santa Catarina,2019,Menor de 10 anos,1,98032
Santa Catarina,2019,Outras idades,157,98032
Santa Catarina,2020,10-14 anos,305,97916
Santa Catarina,2020,15-19 anos,9066,97916
Santa Catarina,2020,20-24 anos,22381,97916
Santa Catarina,2020,25-29 anos,25364,97916
Santa Catarina,2020,30-34 anos,23011,97916
Santa Catarina,2020,35-39 anos,14107,97916
Santa Catarina,2020,40-44 anos,3489,97916
Santa Catarina,2020,Outras idades,193,97916
Santa Catarina,2021,10-14 anos,258,96499
Santa Catarina,2021,15-19 anos,8530,96499
Santa Catarina,2021,20-24 anos,22015,96499
Santa Catarina,2021,25-29 anos,25231,96499
Santa Catarina,2021,30-34 anos,22606,96499
Santa Catarina,2021,35-39 anos,13954,96499
Santa Catarina,2021,40-44 anos,3703,96499
Santa Catarina,2021,Outras idades,202,96499
Sergipe,2000,10-14 anos,391,40716
Sergipe,2000,15-19 anos,9113,40716
Sergipe,2000,20-24 anos,12386,40716
Sergipe,2000,25-29 anos,9091,40716
Sergipe,2000,30-34 anos,5432,40716
Sergipe,2000,35-39 anos,2717,40716
Sergipe,2000,40-44 anos,783,40716
Sergipe,2000,Idade ignorada,708,40716
Sergipe,2000,Outras idades,95,40716
Sergipe,2010,10-14 anos,395,34016
Sergipe,2010,15-19 anos,6541,34016
Sergipe,2010,20-24 anos,9387,34016
Sergipe,2010,25-29 anos,8441,34016
Sergipe,2010,30-34 anos,5699,34016
Sergipe,2010,35-39 anos,2688,34016
Sergipe,2010,40-44 anos,795,34016
Sergipe,2010,Outras idades,70,34016
Sergipe,2016,10-14 anos,379,32218
Sergipe,2016,15-19 anos,6413,32218
Sergipe,2016,20-24 anos,8319,32218
Sergipe,2016,25-29 anos,7139,32218
Sergipe,2016,30-34 anos,5830,32218
Sergipe,2016,35-39 anos,3219,32218
Sergipe,2016,40-44 anos,857,32218
Sergipe,2016,Outras idades,62,32218
Sergipe,2017,10-14 anos,331,33867
Sergipe,2017,15-19 anos,6325,33867
Sergipe,2017,20-24 anos,8609,33867
Sergipe,2017,25-29 anos,7542,33867
Sergipe,2017,30-34 anos,6491,33867
Sergipe,2017,35-39 anos,3613,33867
Sergipe,2017,40-44 anos,904,33867
Sergipe,2017,Outras idades,52,33867
Sergipe,2018,10-14 anos,353,34256
Sergipe,2018,15-19 anos,5989,34256
Sergipe,2018,20-24 anos,8613,34256
Sergipe,2018,25-29 anos,7699,34256
Sergipe,2018,30-34 anos,6620,34256
Sergipe,2018,35-39 anos,3919,34256
Sergipe,2018,40-44 anos,998,34256
Sergipe,2018,Outras idades,65,34256
Sergipe,2019,10-14 anos,316,32697
Sergipe,2019,15-19 anos,5349,32697
Sergipe,2019,20-24 anos,8085,32697
Sergipe,2019,25-29 anos,7438,32697
Sergipe,2019,30-34 anos,6434,32697
Sergipe,2019,35-39 anos,3977,32697
Sergipe,2019,40-44 anos,1026,32697
Sergipe,2019,Outras idades,72,32697
Sergipe,2020,10-14 anos,308,31784
Sergipe,2020,15-19 anos,5123,31784
Sergipe,2020,20-24 anos,7915,31784
Sergipe,2020,25-29 anos,7276,31784
Sergipe,2020,30-34 anos,6192,31784
Sergipe,2020,35-39 anos,3848,31784
Sergipe,2020,40-44 anos,1060,31784
Sergipe,2020,Outras idades,62,31784
Sergipe,2021,10-14 anos,279,31206
Sergipe,2021,15-19 anos,4628,31206
Sergipe,2021,20-24 anos,7817,31206
Sergipe,2021,25-29 anos,7372,31206
Sergipe,2021,30-34 anos,6056,31206
Sergipe,2021,35-39 anos,3900,31206
Sergipe,2021,40-44 anos,1083,31206
Sergipe,2021,Outras idades,71,31206
São Paulo,2000,10-14 anos,4031,687779
São Paulo,2000,15-19 anos,129573,687779
São Paulo,2000,20-24 anos,203034,687779
São Paulo,2000,25-29 anos,170853,687779
São Paulo,2000,30-34 anos,113924,687779
São Paulo,2000,35-39 anos,52372,687779
São Paulo,2000,40-44 anos,11824,687779
São Paulo,2000,Idade ignorada,1414,687779
São Paulo,2000,Outras idades,754,687779
São Paulo,2010,10-14 anos,3347,601352
São Paulo,2010,15-19 anos,85704,601352
São Paulo,2010,20-24 anos,151830,601352
São Paulo,2010,25-29 anos,158644,601352
São Paulo,2010,30-34 anos,123965,601352
São Paulo,2010,35-39 anos,61735,601352
São Paulo,2010,40-44 anos,15189,601352
São Paulo,2010,Idade ignorada,14,601352
São Paulo,2010,Outras idades,924,601352
São Paulo,2016,10-14 anos,2690,601437
São Paulo,2016,15-19 anos,76607,601437
São Paulo,2016,20-24 anos,137266,601437
São Paulo,2016,25-29 anos,147644,601437
São Paulo,2016,30-34 anos,137536,601437
São Paulo,2016,35-39 anos,79906,601437
São Paulo,2016,40-44 anos,18632,601437
São Paulo,2016,Idade ignorada,16,601437
São Paulo,2016,Menor de 10 anos,1,601437
São Paulo,2016,Outras idades,1139,601437
São Paulo,2017,10-14 anos,2432,611803
São Paulo,2017,15-19 anos,71626,611803
São Paulo,2017,20-24 anos,137865,611803
São Paulo,2017,25-29 anos,148656,611803
São Paulo,2017,30-34 anos,142210,611803
São Paulo,2017,35-39 anos,87502,611803
São Paulo,2017,40-44 anos,20308,611803
São Paulo,2017,Idade ignorada,8,611803
São Paulo,2017,Outras idades,1196,611803
São Paulo,2018,10-14 anos,2289,606146
São Paulo,2018,15-19 anos,65585,606146
São Paulo,2018,20-24 anos,134899,606146
São Paulo,2018,25-29 anos,145125,606146
São Paulo,2018,30-34 anos,142556,606146
São Paulo,2018,35-39 anos,92247,606146
São Paulo,2018,40-44 anos,22084,606146
São Paulo,2018,Idade ignorada,6,606146
São Paulo,2018,Outras idades,1355,606146
São Paulo,2019,10-14 anos,1961,583191
São Paulo,2019,15-19 anos,58837,583191
São Paulo,2019,20-24 anos,130836,583191
São Paulo,2019,25-29 anos,138848,583191
São Paulo,2019,30-34 anos,137372,583191
São Paulo,2019,35-39 anos,90647,583191
São Paulo,2019,40-44 anos,23228,583191
São Paulo,2019,Idade ignorada,13,583191
São Paulo,2019,Outras idades,1449,583191
São Paulo,2020,10-14 anos,1772,552310
São Paulo,2020,15-19 anos,52478,552310
São Paulo,2020,20-24 anos,124870,552310
São Paulo,2020,25-29 anos,133749,552310
São Paulo,2020,30-34 anos,128660,552310
São Paulo,2020,35-39 anos,86245,552310
São Paulo,2020,40-44 anos,23135,552310
São Paulo,2020,Idade ignorada,4,552310
São Paulo,2020,Outras idades,1397,552310
São Paulo,2021,10-14 anos,1661,525239
São Paulo,2021,15-19 anos,47430,525239
São Paulo,2021,20-24 anos,118171,525239
São Paulo,2021,25-29 anos,128892,525239
São Paulo,2021,30-34 anos,121181,525239
São Paulo,2021,35-39 anos,83008,525239
São Paulo,2021,40-44 anos,23523,525239
São Paulo,2021,Idade ignorada,5,525239
São Paulo,2021,Outras idades,1368,525239
Tocantins,2000,10-14 anos,422,26205
Tocantins,2000,15-19 anos,7952,26205
Tocantins,2000,20-24 anos,9525,26205
Tocantins,2000,25-29 anos,4746,26205
Tocantins,2000,30-34 anos,2134,26205
Tocantins,2000,35-39 anos,869,26205
Tocantins,2000,40-44 anos,279,26205
Tocantins,2000,Idade ignorada,233,26205
Tocantins,2000,Outras idades,45,26205
Tocantins,2010,10-14 anos,379,24471
Tocantins,2010,15-19 anos,5854,24471
Tocantins,2010,20-24 anos,7692,24471
Tocantins,2010,25-29 anos,5794,24471
Tocantins,2010,30-34 anos,3221,24471
Tocantins,2010,35-39 anos,1210,24471
Tocantins,2010,40-44 anos,307,24471
Tocantins,2010,Idade ignorada,2,24471
Tocantins,2010,Outras idades,12,24471
Tocantins,2016,10-14 anos,300,23870
Tocantins,2016,15-19 anos,4936,23870
Tocantins,2016,20-24 anos,6609,23870
Tocantins,2016,25-29 anos,5746,23870
Tocantins,2016,30-34 anos,4063,23870
Tocantins,2016,35-39 anos,1790,23870
Tocantins,2016,40-44 anos,404,23870
Tocantins,2016,Outras idades,22,23870
Tocantins,2017,10-14 anos,287,24935
Tocantins,2017,15-19 anos,4951,24935
Tocantins,2017,20-24 anos,6805,24935
Tocantins,2017,25-29 anos,5945,24935
Tocantins,2017,30-34 anos,4441,24935
Tocantins,2017,35-39 anos,2040,24935
Tocantins,2017,40-44 anos,440,24935
Tocantins,2017,Outras idades,26,24935
Tocantins,2018,10-14 anos,292,25480
Tocantins,2018,15-19 anos,4691,25480
Tocantins,2018,20-24 anos,7016,25480
Tocantins,2018,25-29 anos,5986,25480
Tocantins,2018,30-34 anos,4583,25480
Tocantins,2018,35-39 anos,2348,25480
Tocantins,2018,40-44 anos,539,25480
Tocantins,2018,Outras idades,25,25480
Tocantins,2019,10-14 anos,241,24449
Tocantins,2019,15-19 anos,4353,24449
Tocantins,2019,20-24 anos,6645,24449
Tocantins,2019,25-29 anos,5853,24449
Tocantins,2019,30-34 anos,4488,24449
Tocantins,2019,35-39 anos,2305,24449
Tocantins,2019,40-44 anos,536,24449
Tocantins,2019,Outras idades,28,24449
Tocantins,2020,10-14 anos,255,23729
Tocantins,2020,15-19 anos,4108,23729
Tocantins,2020,20-24 anos,6358,23729
Tocantins,2020,25-29 anos,5682,23729
Tocantins,2020,30-34 anos,4462,23729
Tocantins,2020,35-39 anos,2272,23729
Tocantins,2020,40-44 anos,559,23729
Tocantins,2020,Outras idades,33,23729
Tocantins,2021,10-14 anos,262,23747
Tocantins,2021,15-19 anos,4045,23747
Tocantins,2021,20-24 anos,6293,23747
Tocantins,2021,25-29 anos,5791,23747
Tocantins,2021,30-34 anos,4352,23747
Tocantins,2021,35-39 anos,2373,23747
Tocantins,2021,40-44 anos,586,23747
Tocantins,2021,Outras idades,45,23747
